customer,state,response,coverage,education,employment_status,gender,location_code,marital_status,renew_offer_type,sales_channel,vehicle_class,vehicle_size,policy_category
46388,California,No,Basic,Bachelor,Disabled,F,Suburban,Married,Offer1,Call Center,Four-Door Car,Medsize,Personal
81265,Arizona,No,Basic,Bachelor,Employed,F,Urban,Divorced,Offer3,Call Center,Four-Door Car,Medsize,Personal
38787,Nevada,No,Extended,High School or Below,Disabled,M,Suburban,Married,Offer2,Branch,SUV,Small,Personal
22690,California,No,Extended,College,Employed,F,Rural,Single,Offer4,Web,Four-Door Car,Medsize,Personal
49598,California,No,Basic,College,Employed,M,Suburban,Divorced,Offer2,Agent,Four-Door Car,Small,Personal
39767,Oregon,No,Basic,College,Unemployed,F,Suburban,Single,Offer1,Call Center,Four-Door Car,Medsize,Personal
35386,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Offer4,Call Center,Four-Door Car,Medsize,Personal
82172,Arizona,No,Basic,College,Medical Leave,M,Rural,Married,Offer2,Web,SUV,Medsize,Corporate
40041,Oregon,No,Basic,College,Employed,F,Rural,Married,Offer1,Call Center,Luxury Car,Medsize,Personal
39869,Nevada,No,Basic,College,Unemployed,F,Suburban,Single,Offer2,Call Center,Four-Door Car,Medsize,Personal
77906,Arizona,No,Basic,Bachelor,Disabled,M,Suburban,Married,Offer1,Web,Two-Door Car,Medsize,Corporate
21045,Oregon,No,Basic,College,Employed,F,Urban,Married,Offer2,Branch,Two-Door Car,Medsize,Personal
65914,Arizona,No,Extended,College,Unemployed,M,Suburban,Married,Offer1,Branch,Two-Door Car,Medsize,Personal
58038,California,Yes,Basic,Bachelor,Unemployed,F,Suburban,Married,Offer2,Call Center,Four-Door Car,Large,Corporate
88383,Nevada,Yes,Basic,College,Employed,F,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,Personal
49339,Oregon,No,Basic,College,Disabled,M,Urban,Married,Offer2,Call Center,SUV,Medsize,Corporate
74985,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Offer1,Web,Four-Door Car,Medsize,Personal
15301,Arizona,No,Basic,High School or Below,Medical Leave,M,Suburban,Married,Offer2,Agent,Four-Door Car,Medsize,Corporate
20159,Nevada,No,Extended,College,Employed,M,Rural,Single,Offer3,Web,Sports Car,Small,Corporate
42524,California,No,Extended,College,Employed,M,Suburban,Single,Offer4,Web,Four-Door Car,Small,Special
19911,California,No,Basic,Bachelor,Employed,F,Rural,Married,Offer4,Web,Two-Door Car,Medsize,Personal
89983,California,No,Basic,Bachelor,Medical Leave,M,Suburban,Divorced,Offer3,Branch,Four-Door Car,Medsize,Personal
56214,Nevada,No,Basic,High School or Below,Disabled,M,Suburban,Divorced,Offer1,Call Center,Four-Door Car,Medsize,Personal
59148,Washington,Yes,Extended,High School or Below,Employed,F,Suburban,Married,Offer1,Branch,SUV,Medsize,Personal
95739,Oregon,No,Basic,College,Employed,M,Urban,Divorced,Offer1,Web,SUV,Medsize,Personal
64873,Oregon,No,Basic,Doctor,Employed,M,Suburban,Single,Offer2,Branch,Four-Door Car,Medsize,Personal
82896,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Offer2,Branch,Four-Door Car,Medsize,Personal
64199,Oregon,No,Basic,Bachelor,Disabled,F,Urban,Married,Offer1,Branch,Four-Door Car,Medsize,Corporate
82679,California,Yes,Basic,Bachelor,Medical Leave,M,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Personal
70257,Nevada,No,Basic,College,Employed,F,Suburban,Divorced,Offer1,Branch,Four-Door Car,Small,Personal
85947,Oregon,No,Extended,College,Employed,F,Urban,Divorced,Offer4,Web,Four-Door Car,Large,Personal
84269,California,No,Extended,College,Employed,F,Rural,Married,Offer1,Web,SUV,Medsize,Personal
91328,California,No,Extended,Bachelor,Retired,F,Suburban,Divorced,Offer1,Agent,SUV,Large,Personal
49447,California,No,Extended,Bachelor,Employed,M,Rural,Married,Offer2,Call Center,Two-Door Car,Medsize,Personal
70908,Arizona,No,Basic,College,Employed,M,Suburban,Single,Offer1,Agent,Two-Door Car,Medsize,Personal
63998,Oregon,No,Premium,Doctor,Employed,F,Suburban,Married,Offer3,Call Center,Luxury Car,Medsize,Personal
61426,California,No,Extended,Bachelor,Employed,F,Rural,Married,Offer4,Branch,Two-Door Car,Medsize,Personal
62406,Arizona,No,Premium,High School or Below,Employed,M,Suburban,Married,Offer1,Call Center,SUV,Medsize,Corporate
82416,Oregon,No,Extended,Bachelor,Employed,M,Urban,Married,Offer2,Agent,Four-Door Car,Large,Personal
53874,Arizona,No,Basic,Doctor,Unemployed,F,Suburban,Divorced,Offer1,Agent,Four-Door Car,Medsize,Personal
44949,Oregon,No,Basic,Doctor,Employed,F,Urban,Married,Offer1,Agent,Four-Door Car,Medsize,Special
59597,California,No,Extended,Bachelor,Employed,M,Suburban,Single,Offer3,Call Center,Two-Door Car,Small,Personal
22428,California,No,Basic,Bachelor,Employed,F,Rural,Married,Offer2,Agent,Four-Door Car,Medsize,Personal
34845,California,No,Basic,Bachelor,Employed,F,Urban,Married,Offer1,Agent,Sports Car,Medsize,Personal
67726,Washington,Yes,Basic,High School or Below,Retired,M,Suburban,Divorced,Offer1,Branch,SUV,Medsize,Personal
20310,Arizona,No,Extended,High School or Below,Employed,F,Suburban,Married,Offer3,Call Center,Four-Door Car,Small,Corporate
42020,Oregon,No,Basic,High School or Below,Employed,M,Urban,Married,Offer3,Agent,Luxury SUV,Medsize,Personal
40143,Nevada,No,Premium,College,Employed,F,Suburban,Single,Offer2,Agent,Four-Door Car,Medsize,Personal
65780,California,No,Basic,Doctor,Employed,M,Suburban,Married,Offer2,Agent,Four-Door Car,Small,Personal
32675,Arizona,No,Extended,High School or Below,Employed,M,Suburban,Married,Offer2,Branch,Two-Door Car,Small,Special
35838,Oregon,No,Premium,Master,Employed,F,Rural,Married,Offer1,Agent,Four-Door Car,Medsize,Personal
42720,Nevada,No,Extended,College,Employed,M,Suburban,Divorced,Offer3,Call Center,SUV,Medsize,Personal
25242,Oregon,No,Basic,College,Employed,M,Suburban,Married,Offer1,Call Center,Four-Door Car,Medsize,Corporate
51650,Oregon,Yes,Basic,Bachelor,Employed,M,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Personal
94684,Nevada,No,Extended,High School or Below,Employed,M,Suburban,Single,Offer1,Agent,Sports Car,Small,Personal
99727,Arizona,No,Basic,Bachelor,Disabled,F,Suburban,Married,Offer2,Branch,Four-Door Car,Medsize,Personal
85858,Arizona,No,Basic,High School or Below,Employed,F,Urban,Married,Offer2,Branch,Four-Door Car,Small,Personal
19953,California,No,Basic,Master,Employed,F,Urban,Married,Offer3,Branch,Two-Door Car,Medsize,Personal
33025,Oregon,No,Extended,College,Employed,M,Suburban,Married,Offer1,Call Center,Luxury Car,Medsize,Personal
86143,California,No,Basic,High School or Below,Employed,F,Urban,Married,Offer4,Call Center,Four-Door Car,Medsize,Personal
88788,Oregon,No,Basic,College,Employed,F,Urban,Married,Offer1,Branch,Luxury SUV,Medsize,Personal
33945,Oregon,No,Basic,High School or Below,Employed,F,Rural,Divorced,Offer3,Agent,Two-Door Car,Medsize,Personal
84523,Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Offer2,Web,Luxury Car,Medsize,Personal
43254,Washington,No,Extended,College,Employed,M,Rural,Married,Offer1,Call Center,Two-Door Car,Medsize,Corporate
96516,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Offer2,Web,Two-Door Car,Medsize,Personal
11924,Washington,No,Basic,College,Unemployed,M,Suburban,Single,Offer4,Web,Two-Door Car,Large,Personal
26809,Nevada,No,Basic,College,Unemployed,M,Suburban,Single,Offer1,Agent,Two-Door Car,Small,Personal
69686,Oregon,No,Extended,Doctor,Employed,F,Urban,Married,Offer1,Agent,Four-Door Car,Large,Corporate
95565,Nevada,No,Basic,High School or Below,Employed,F,Urban,Married,Offer4,Branch,Two-Door Car,Medsize,Personal
31641,Oregon,No,Basic,College,Unemployed,F,Suburban,Single,Offer3,Web,Two-Door Car,Medsize,Personal
83248,California,No,Premium,Master,Employed,M,Urban,Married,Offer4,Call Center,Four-Door Car,Medsize,Personal
28979,California,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Offer3,Agent,Two-Door Car,Medsize,Corporate
32263,California,No,Extended,High School or Below,Employed,F,Suburban,Divorced,Offer2,Agent,Four-Door Car,Medsize,Personal
59173,Oregon,No,Extended,Master,Employed,F,Suburban,Married,Offer1,Call Center,SUV,Medsize,Personal
17620,California,No,Basic,College,Disabled,F,Suburban,Single,Offer4,Web,Four-Door Car,Medsize,Corporate
28581,Arizona,No,Basic,College,Employed,M,Rural,Married,Offer1,Branch,SUV,Medsize,Personal
15592,Arizona,No,Basic,Bachelor,Employed,F,Rural,Divorced,Offer2,Branch,Four-Door Car,Medsize,Personal
98298,Washington,No,Basic,High School or Below,Employed,M,Suburban,Married,Offer4,Agent,Sports Car,Small,Personal
68823,Arizona,Yes,Basic,Bachelor,Employed,F,Suburban,Married,Offer2,Call Center,Four-Door Car,Small,Personal
78310,Oregon,No,Basic,College,Unemployed,F,Suburban,Single,Offer1,Branch,Four-Door Car,Large,Personal
78905,Oregon,No,Basic,College,Unemployed,F,Suburban,Married,Offer3,Agent,Four-Door Car,Small,Personal
88957,California,No,Basic,College,Unemployed,M,Suburban,Married,Offer1,Agent,SUV,Medsize,Personal
54050,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Offer1,Branch,Four-Door Car,Small,Personal
99487,Arizona,No,Extended,Bachelor,Unemployed,F,Rural,Married,Offer1,Call Center,Four-Door Car,Medsize,Personal
51746,Oregon,No,Basic,Bachelor,Employed,F,Urban,Married,Offer3,Call Center,SUV,Medsize,Personal
85675,Nevada,Yes,Extended,Bachelor,Medical Leave,F,Suburban,Married,Offer2,Agent,SUV,Small,Personal
64803,California,No,Extended,High School or Below,Employed,M,Suburban,Married,Offer2,Branch,Four-Door Car,Medsize,Personal
80593,California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Offer1,Call Center,SUV,Medsize,Personal
59810,Oregon,No,Basic,College,Employed,F,Urban,Married,Offer3,Agent,Four-Door Car,Medsize,Personal
53360,Nevada,No,Extended,College,Unemployed,M,Suburban,Married,Offer3,Agent,Two-Door Car,Medsize,Personal
76339,California,No,Basic,College,Employed,M,Suburban,Married,Offer1,Branch,Two-Door Car,Medsize,Corporate
40043,California,No,Basic,College,Employed,M,Rural,Single,Offer2,Branch,Four-Door Car,Medsize,Corporate
52197,Nevada,No,Basic,Master,Unemployed,F,Suburban,Married,Offer1,Branch,Four-Door Car,Medsize,Personal
48204,Oregon,Yes,Extended,College,Employed,F,Rural,Divorced,Offer2,Agent,Four-Door Car,Medsize,Personal
79502,Arizona,No,Basic,Bachelor,Employed,M,Urban,Divorced,Offer3,Call Center,SUV,Small,Personal
14243,Washington,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Offer1,Call Center,Four-Door Car,Medsize,Personal
32558,Arizona,Yes,Extended,High School or Below,Disabled,F,Suburban,Married,Offer1,Agent,Two-Door Car,Small,Personal
92616,Nevada,No,Extended,High School or Below,Employed,M,Urban,Married,Offer3,Agent,Luxury SUV,Small,Personal
28492,Arizona,Yes,Basic,College,Employed,F,Suburban,Divorced,Offer2,Call Center,Four-Door Car,Medsize,Corporate
28412,Oregon,No,Basic,College,Medical Leave,F,Suburban,Married,Offer4,Web,Four-Door Car,Medsize,Personal
99586,California,No,Basic,Master,Employed,F,Rural,Married,Offer1,Agent,SUV,Medsize,Personal
41932,Nevada,No,Basic,College,Employed,M,Suburban,Divorced,Offer1,Call Center,SUV,Medsize,Personal
35744,Oregon,No,Basic,Doctor,Employed,M,Rural,Single,Offer4,Agent,Four-Door Car,Small,Corporate
96042,California,No,Basic,High School or Below,Employed,M,Urban,Married,Offer1,Agent,Two-Door Car,Medsize,Corporate
98698,California,No,Basic,College,Unemployed,M,Suburban,Single,Offer4,Agent,Four-Door Car,Medsize,Personal
32458,California,No,Basic,Doctor,Medical Leave,M,Urban,Married,Offer1,Agent,Four-Door Car,Medsize,Personal
85313,California,No,Basic,Master,Employed,M,Urban,Married,Offer2,Agent,Four-Door Car,Medsize,Personal
81246,Oregon,No,Extended,High School or Below,Employed,M,Urban,Married,Offer1,Agent,Four-Door Car,Medsize,Corporate
99089,California,No,Basic,Master,Employed,F,Rural,Married,Offer2,Branch,Four-Door Car,Medsize,Personal
57800,Oregon,No,Basic,College,Unemployed,F,Suburban,Single,Offer1,Call Center,Two-Door Car,Medsize,Personal
19342,California,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Offer1,Branch,Four-Door Car,Large,Personal
39286,Arizona,No,Extended,Bachelor,Employed,F,Suburban,Married,Offer4,Web,Sports Car,Small,Personal
93297,California,Yes,Basic,Bachelor,Retired,M,Suburban,Married,Offer1,Branch,Four-Door Car,Medsize,Personal
37789,Arizona,No,Extended,College,Unemployed,F,Suburban,Single,Offer1,Branch,Four-Door Car,Large,Corporate
32996,Oregon,No,Basic,High School or Below,Employed,M,Urban,Married,Offer4,Agent,Two-Door Car,Medsize,Corporate
67195,Arizona,No,Extended,College,Employed,F,Rural,Married,Offer1,Agent,Four-Door Car,Large,Corporate
93638,Oregon,No,Basic,College,Employed,M,Urban,Married,Offer3,Call Center,Two-Door Car,Medsize,Personal
41737,Oregon,No,Basic,Doctor,Unemployed,F,Urban,Married,Offer1,Agent,Four-Door Car,Large,Personal
66019,Oregon,No,Extended,College,Unemployed,F,Urban,Married,Offer2,Agent,Four-Door Car,Medsize,Personal
73843,Arizona,No,Basic,High School or Below,Employed,M,Rural,Married,Offer4,Branch,Two-Door Car,Large,Personal
93203,California,Yes,Premium,High School or Below,Employed,M,Suburban,Divorced,Offer1,Agent,Luxury SUV,Medsize,Personal
85652,Oregon,No,Extended,Bachelor,Employed,F,Rural,Married,Offer4,Agent,Four-Door Car,Medsize,Personal
87931,Washington,No,Basic,Doctor,Employed,M,Rural,Married,Offer2,Agent,Four-Door Car,Medsize,Personal
11432,Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Offer1,Branch,Two-Door Car,Small,Personal
24868,California,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Offer1,Agent,SUV,Medsize,Personal
74530,Nevada,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Offer1,Web,Sports Car,Medsize,Personal
46467,Oregon,No,Extended,College,Employed,F,Suburban,Divorced,Offer3,Web,SUV,Large,Corporate
54476,California,No,Extended,Master,Employed,M,Suburban,Single,Offer2,Web,Two-Door Car,Medsize,Personal
47152,Nevada,No,Basic,College,Employed,F,Urban,Married,Offer2,Agent,Four-Door Car,Medsize,Personal
15334,California,Yes,Basic,Master,Employed,F,Suburban,Single,Offer2,Branch,SUV,Large,Corporate
59796,Nevada,No,Premium,College,Employed,F,Suburban,Single,Offer1,Agent,Four-Door Car,Small,Personal
59701,California,No,Extended,High School or Below,Employed,M,Suburban,Married,Offer4,Branch,SUV,Medsize,Personal
63728,California,No,Basic,College,Unemployed,F,Suburban,Single,Offer1,Agent,Two-Door Car,Medsize,Personal
38573,Oregon,Yes,Basic,Bachelor,Employed,M,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Corporate
11491,Oregon,No,Extended,College,Employed,F,Rural,Married,Offer1,Call Center,SUV,Medsize,Corporate
24101,Nevada,No,Premium,College,Medical Leave,F,Suburban,Divorced,Offer1,Call Center,SUV,Medsize,Personal
88698,Oregon,No,Basic,High School or Below,Employed,M,Rural,Married,Offer4,Branch,Two-Door Car,Medsize,Personal
92617,Oregon,No,Extended,Bachelor,Employed,F,Urban,Married,Offer1,Agent,Four-Door Car,Small,Personal
43996,Arizona,No,Premium,College,Unemployed,M,Suburban,Single,Offer1,Branch,Four-Door Car,Small,Personal
65040,Arizona,No,Basic,High School or Below,Employed,F,Suburban,Married,Offer4,Agent,Four-Door Car,Medsize,Personal
57101,Arizona,Yes,Extended,Doctor,Employed,F,Suburban,Married,Offer2,Agent,Four-Door Car,Medsize,Personal
77759,Arizona,No,Basic,Bachelor,Disabled,M,Suburban,Married,Offer1,Agent,Four-Door Car,Small,Personal
38084,Nevada,No,Basic,High School or Below,Employed,M,Suburban,Married,Offer3,Branch,Two-Door Car,Small,Corporate
11927,California,No,Basic,High School or Below,Employed,M,Suburban,Single,Offer4,Agent,Four-Door Car,Small,Personal
20349,California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Offer1,Branch,Four-Door Car,Medsize,Personal
22034,Nevada,No,Basic,College,Unemployed,M,Suburban,Divorced,Offer1,Agent,Four-Door Car,Medsize,Personal
48996,Arizona,No,Basic,Bachelor,Employed,F,Rural,Divorced,Offer3,Branch,Sports Car,Small,Personal
34210,Washington,No,Basic,College,Unemployed,F,Urban,Married,Offer1,Web,SUV,Medsize,Personal
90887,California,No,Basic,Bachelor,Employed,F,Urban,Married,Offer2,Web,Four-Door Car,Medsize,Special
72010,Oregon,No,Basic,College,Disabled,M,Suburban,Single,Offer3,Agent,Two-Door Car,Medsize,Personal
44031,Oregon,No,Extended,Master,Unemployed,F,Suburban,Married,Offer2,Call Center,Four-Door Car,Medsize,Personal
47896,Arizona,No,Basic,College,Employed,F,Urban,Married,Offer1,Branch,Two-Door Car,Medsize,Personal
87742,Oregon,No,Basic,College,Employed,F,Suburban,Married,Offer2,Web,Sports Car,Medsize,Personal
14027,Nevada,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Offer1,Agent,Two-Door Car,Medsize,Personal
32915,Nevada,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Offer4,Branch,Two-Door Car,Small,Personal
52852,Oregon,Yes,Basic,College,Unemployed,F,Suburban,Divorced,Offer1,Branch,Four-Door Car,Small,Special
48947,Nevada,No,Basic,College,Employed,M,Rural,Single,Offer1,Agent,SUV,Large,Special
50322,Nevada,No,Premium,High School or Below,Employed,M,Suburban,Married,Offer1,Call Center,SUV,Medsize,Personal
77333,Oregon,Yes,Basic,College,Unemployed,F,Suburban,Single,Offer1,Agent,Four-Door Car,Large,Personal
58745,California,No,Basic,High School or Below,Employed,M,Urban,Married,Offer4,Web,Two-Door Car,Large,Personal
62421,Nevada,Yes,Extended,Doctor,Employed,M,Rural,Divorced,Offer2,Branch,Four-Door Car,Medsize,Personal
29724,California,No,Basic,Bachelor,Employed,F,Rural,Single,Offer4,Branch,Four-Door Car,Medsize,Personal
95454,California,Yes,Extended,Bachelor,Retired,F,Suburban,Divorced,Offer2,Call Center,Four-Door Car,Medsize,Personal
96381,California,No,Basic,College,Employed,F,Urban,Divorced,Offer4,Agent,Four-Door Car,Medsize,Corporate
60422,Arizona,No,Extended,Bachelor,Employed,M,Suburban,Married,Offer1,Call Center,Two-Door Car,Small,Personal
63295,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Offer3,Branch,Four-Door Car,Large,Corporate
76668,Washington,No,Premium,High School or Below,Employed,F,Rural,Married,Offer2,Agent,Sports Car,Small,Personal
76673,Oregon,Yes,Extended,Doctor,Employed,M,Suburban,Divorced,Offer2,Agent,Sports Car,Medsize,Personal
19917,Washington,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Offer2,Branch,Four-Door Car,Medsize,Personal
34690,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Offer1,Branch,Four-Door Car,Medsize,Personal
28138,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Personal
14842,Nevada,No,Basic,College,Unemployed,F,Suburban,Married,Offer2,Web,SUV,Medsize,Personal
32511,Oregon,Yes,Basic,Master,Employed,F,Suburban,Married,Offer2,Agent,Four-Door Car,Small,Personal
10467,Arizona,No,Basic,High School or Below,Employed,F,Suburban,Married,Offer4,Call Center,SUV,Medsize,Corporate
93474,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Divorced,Offer1,Web,Four-Door Car,Medsize,Personal
74454,Nevada,No,Basic,Bachelor,Employed,F,Urban,Married,Offer2,Branch,Four-Door Car,Medsize,Personal
31994,Nevada,No,Extended,College,Unemployed,F,Suburban,Single,Offer2,Agent,Four-Door Car,Medsize,Corporate
98431,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Offer1,Branch,Four-Door Car,Medsize,Corporate
53200,Nevada,No,Basic,College,Employed,M,Urban,Divorced,Offer1,Agent,SUV,Medsize,Personal
89107,Arizona,No,Extended,High School or Below,Employed,M,Suburban,Married,Offer4,Branch,Four-Door Car,Large,Personal
25565,California,Yes,Basic,Master,Disabled,M,Suburban,Divorced,Offer1,Call Center,Four-Door Car,Small,Personal
33234,Nevada,No,Premium,High School or Below,Employed,F,Suburban,Single,Offer4,Branch,Two-Door Car,Large,Personal
17286,Washington,No,Basic,Master,Employed,F,Urban,Married,Offer4,Web,Four-Door Car,Medsize,Personal
34442,Washington,No,Basic,College,Employed,M,Suburban,Married,Offer1,Branch,Four-Door Car,Small,Personal
90902,California,No,Basic,College,Employed,F,Suburban,Married,Offer2,Agent,Four-Door Car,Medsize,Personal
96063,Arizona,No,Extended,Bachelor,Employed,F,Urban,Divorced,Offer1,Call Center,SUV,Medsize,Personal
19929,California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Offer1,Agent,Two-Door Car,Medsize,Corporate
50062,Oregon,No,Basic,College,Employed,M,Suburban,Married,Offer2,Call Center,Two-Door Car,Medsize,Personal
19735,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Offer1,Call Center,SUV,Medsize,Corporate
52914,Arizona,No,Extended,College,Employed,M,Suburban,Divorced,Offer4,Branch,Two-Door Car,Medsize,Personal
68301,Oregon,No,Basic,Bachelor,Medical Leave,M,Suburban,Married,Offer4,Agent,Four-Door Car,Large,Personal
33381,Nevada,No,Basic,Doctor,Unemployed,M,Suburban,Married,Offer3,Agent,Four-Door Car,Small,Personal
36912,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Offer2,Agent,Two-Door Car,Medsize,Personal
46419,California,No,Basic,High School or Below,Employed,M,Suburban,Single,Offer4,Branch,SUV,Medsize,Personal
88757,California,No,Extended,Master,Unemployed,M,Suburban,Married,Offer1,Call Center,SUV,Large,Personal
65086,Nevada,No,Extended,Doctor,Employed,M,Rural,Married,Offer3,Branch,Four-Door Car,Medsize,Personal
87527,California,No,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Offer1,Branch,Four-Door Car,Large,Corporate
80291,Nevada,No,Extended,Master,Employed,F,Rural,Divorced,Offer2,Web,Two-Door Car,Medsize,Personal
45773,California,No,Basic,Doctor,Employed,F,Urban,Married,Offer2,Call Center,Four-Door Car,Medsize,Special
36693,Nevada,Yes,Premium,College,Employed,M,Suburban,Married,Offer2,Branch,Four-Door Car,Medsize,Personal
12544,Arizona,No,Extended,College,Employed,M,Urban,Married,Offer2,Call Center,Four-Door Car,Medsize,Personal
24326,Oregon,No,Extended,Bachelor,Unemployed,M,Suburban,Married,Offer4,Web,Four-Door Car,Medsize,Personal
73717,California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Offer4,Agent,Four-Door Car,Medsize,Personal
99706,Oregon,No,Extended,College,Unemployed,F,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Personal
63414,Arizona,No,Basic,Bachelor,Employed,F,Rural,Single,Offer1,Agent,Two-Door Car,Large,Personal
74890,Nevada,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Offer1,Branch,Four-Door Car,Medsize,Corporate
93662,California,No,Extended,Master,Employed,F,Suburban,Married,Offer4,Branch,Two-Door Car,Large,Corporate
40592,Washington,No,Basic,College,Medical Leave,F,Rural,Married,Offer2,Web,Two-Door Car,Medsize,Personal
82164,California,No,Basic,Bachelor,Employed,F,Suburban,Married,Offer1,Agent,SUV,Small,Personal
99550,California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Offer2,Agent,Four-Door Car,Small,Personal
96230,California,No,Basic,Doctor,Employed,M,Rural,Married,Offer3,Branch,SUV,Medsize,Personal
17712,Oregon,No,Basic,College,Unemployed,F,Urban,Divorced,Offer1,Web,SUV,Medsize,Personal
79894,Arizona,No,Extended,Master,Employed,M,Suburban,Married,Offer2,Agent,Four-Door Car,Medsize,Corporate
54142,Washington,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Offer1,Branch,Luxury Car,Medsize,Personal
45471,Nevada,Yes,Basic,College,Employed,M,Urban,Married,Offer2,Web,Four-Door Car,Medsize,Personal
18949,Oregon,No,Basic,College,Employed,F,Rural,Married,Offer1,Call Center,Two-Door Car,Small,Corporate
74268,Arizona,No,Extended,College,Employed,F,Suburban,Married,Offer1,Branch,Four-Door Car,Medsize,Personal
93301,Nevada,No,Premium,Master,Employed,M,Urban,Married,Offer3,Agent,Two-Door Car,Medsize,Personal
92815,Arizona,No,Extended,High School or Below,Employed,F,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,Personal
50891,Nevada,Yes,Extended,Doctor,Employed,M,Suburban,Married,Offer1,Branch,Two-Door Car,Medsize,Personal
59543,California,Yes,Basic,High School or Below,Employed,F,Suburban,Single,Offer2,Call Center,Four-Door Car,Medsize,Personal
54239,California,No,Basic,Master,Employed,M,Rural,Married,Offer2,Branch,Four-Door Car,Medsize,Personal
14456,Nevada,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Offer1,Branch,SUV,Large,Personal
95515,Arizona,No,Basic,College,Medical Leave,M,Urban,Divorced,Offer3,Branch,Four-Door Car,Medsize,Personal
61458,California,Yes,Extended,Bachelor,Employed,F,Urban,Divorced,Offer2,Web,Four-Door Car,Medsize,Personal
49468,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Offer1,Branch,Four-Door Car,Medsize,Personal
18454,Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Offer3,Call Center,Sports Car,Medsize,Personal
19420,California,No,Extended,College,Disabled,F,Suburban,Married,Offer1,Agent,SUV,Large,Personal
12241,California,No,Basic,College,Medical Leave,F,Urban,Married,Offer1,Branch,Two-Door Car,Medsize,Personal
89564,Nevada,Yes,Premium,College,Employed,M,Suburban,Single,Offer2,Branch,Sports Car,Medsize,Personal
20925,Washington,No,Basic,Master,Employed,F,Rural,Married,Offer1,Call Center,Four-Door Car,Medsize,Personal
97736,Oregon,No,Basic,College,Employed,F,Suburban,Married,Offer2,Web,Four-Door Car,Small,Personal
79760,Washington,No,Extended,Bachelor,Medical Leave,M,Suburban,Divorced,Offer1,Branch,SUV,Medsize,Corporate
70005,Oregon,No,Extended,College,Employed,M,Rural,Married,Offer1,Branch,SUV,Large,Special
40455,Oregon,No,Basic,Doctor,Unemployed,F,Urban,Married,Offer1,Branch,SUV,Large,Personal
72747,California,No,Basic,High School or Below,Unemployed,M,Suburban,Divorced,Offer1,Branch,Four-Door Car,Medsize,Personal
18392,California,No,Basic,Bachelor,Employed,F,Urban,Married,Offer3,Branch,Two-Door Car,Small,Personal
21967,Oregon,No,Extended,Master,Employed,M,Rural,Married,Offer4,Call Center,Four-Door Car,Medsize,Corporate
67431,California,No,Extended,College,Employed,F,Rural,Married,Offer3,Branch,Sports Car,Medsize,Personal
40823,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Offer1,Agent,SUV,Medsize,Personal
89177,California,No,Premium,College,Employed,M,Suburban,Divorced,Offer1,Agent,Four-Door Car,Small,Personal
72430,Oregon,No,Premium,Master,Employed,M,Suburban,Married,Offer3,Branch,Four-Door Car,Small,Personal
36002,Washington,No,Basic,College,Unemployed,F,Suburban,Single,Offer1,Agent,Luxury SUV,Medsize,Personal
29961,Nevada,No,Basic,High School or Below,Employed,M,Suburban,Married,Offer2,Branch,Two-Door Car,Medsize,Personal
